issueDate,section,slot,eventName,slug,url,vuc,vtc,sectionSize,percentileVuc
2025-07-10,For Golden Age Readers,3,‍♂️ Tech Tutor 1-on-1,kids-fun-tacos-tequila-fest,https://www.vaughanpl.info/programs/view/2563,10,12,5,0.1
2025-07-10,For Golden Age Readers,4,"Aging Well Club Learn, laugh, connect—fun for curious seniors! Details",kids-fun-tacos-tequila-fest,https://www.vaughanpl.info/programs/view/3346,22,27,5,0.7
2025-07-10,For Golden Age Readers,5,Perfume Making Workshop (Toronto - Highly Reviewed),kids-fun-tacos-tequila-fest,https://www.eventbrite.ca/e/perfume-making-workshop-craft-a-scented-memory-tickets-1371920333649?aff=erelexpmlt,14,16,5,0.3
2025-07-17,For Families,1,️ Learning Survival Skills with Family (Ages 10+),plans-that-aren-t-laundry,https://visitvaughan.ca/calendar/event/family-experiences-at-kortright-survival-skills/,17,18,5,0.1
2025-07-17,For Families,2,KidZfest at Canada's Wonderland (Ages 6 & Above) Nonstop fun for kids at Wonderland’s KidZfest! Explore More,plans-that-aren-t-laundry,https://visitvaughan.ca/calendar/event/kidzfest-at-canada-s-wonderland-2/,30,34,5,0.5
2025-07-17,For Families,3,Free Family Sundays at the McMichael (All Ages),plans-that-aren-t-laundry,https://visitvaughan.ca/calendar/event/free-family-sundays-at-the-mcmichael/,84,94,5,0.9
2025-07-17,For Families,4,Ghosts of the Village at Black Creek (Ages 9+) Tired of boring? Haunted Village nights bring real goosebumps. Check it out,plans-that-aren-t-laundry,https://blackcreek.ca/events/#event=ghosts-of-the-village-at-black-creek;instance=20250719000000?popup=1&lang=en-US,21,26,5,0.3
2025-07-17,For Families,5,Little Explorers Storytime (Ages 2-5 yo),plans-that-aren-t-laundry,https://www.vaughanpl.info/programs/view/2924,40,44,5,0.7
2025-07-17,For Couples,1,️ Vaughan Flavors Vaughan’s best bites – only for TWO weeks! Get the FULL list of Must-Tries!!,plans-that-aren-t-laundry,https://visitvaughan.ca/calendar/event/vaughan-flavours/,108,143,4,0.875
2025-07-17,For Couples,2,Vaughan Concert - Tribute to Eagles (All Ages) Soaring Eagles hits live under the Vaughan sky! Learn More,plans-that-aren-t-laundry,https://www.vaughan.ca/upcoming-events/vaughan-celebrates-concerts-park-eagles-tribute,91,104,4,0.625
2025-07-17,For Couples,4,Vaughan Pop Up Wedding Dress Sale Say yes to stylish gowns at steal-worthy prices!,plans-that-aren-t-laundry,https://www.facebook.com/events/1011783104429167/,21,26,4,0.125
2025-07-17,For Couples,5,"Woodbridge Farmer’s Market Local farmers, fresh food, good vibes - straight from Woodbridge market. Book your tickets",plans-that-aren-t-laundry,https://visitvaughan.ca/calendar/event/woodbridge-village-farmers-market-3/,73,81,4,0.375
2025-07-17,For Golden Age Readers,1,Civic Centre Resource Library,plans-that-aren-t-laundry,https://www.vaughanpl.info/events_calendars/calendar/library/11,2,2,5,0.1
2025-07-17,For Golden Age Readers,2,Creative Age: Drum & Percussion Circle,plans-that-aren-t-laundry,https://www.vaughanpl.info/programs/view/3569,7,7,5,0.3
2025-07-17,For Golden Age Readers,3,‍💻 Tech Tutor 1-on-1 Weekly Drop-ins,plans-that-aren-t-laundry,https://www.vaughanpl.info/programs/view/2563,12,12,5,0.9
2025-07-17,For Golden Age Readers,4,"️ English Conversation Circle Practice English, make friends, laugh and learn! Details",plans-that-aren-t-laundry,https://www.vaughanpl.info/programs/view/2377,8,8,5,0.5
2025-07-17,For Golden Age Readers,5,‍🦺 Visit Therapy Dogs,plans-that-aren-t-laundry,https://www.vaughanpl.info/programs/view/2397,10,11,5,0.7
2025-07-24,For Families,1,"Beetlejuice The Musical - (All Ages) It’s spooky, it’s silly, and the music is undead. Explore More",summer-camps-weekend-picks,https://tickets.cityplayhouse.ca/event/655:495/655:645/,28,43,5,0.9
2025-07-24,For Families,2,Summer STEM Camp (Multiple Age Groups),summer-camps-weekend-picks,https://exceedrobotics.com/summer-camp-landing-page/?gad_source=1&gad_campaignid=21110789207&gbraid=0AAAAADjUIIrpPXhRp2nnYey3U_FUNz95b&gclid=Cj0KCQjwyvfDBhDYARIsAItzbZEzYLAz8i8BNgzU40nuMXcBPhbAz7YTZjRiF7prEKQ_UVnWyInVp40aAgXFEALw_wcB,11,11,5,0.1
2025-07-24,For Families,3,‍🍳 Little Kitchen Academy (Ages 6-16),summer-camps-weekend-picks,https://littlekitchenacademy.com/locations/vaughan/,19,21,5,0.5
2025-07-24,For Families,4,‍♂️ New and Thrilling Superman Movie!,summer-camps-weekend-picks,https://www.cineplex.com/movie/superman-2025,17,21,5,0.3
2025-07-24,For Families,5,"️Summer Camp at Steel Peak Rides, music, characters - nonstop fun for kids! Learn More",summer-camps-weekend-picks,https://www.steelpeakclimbing.com/summercamp,27,29,5,0.7
2025-07-24,For Couples,1,Wine Tasting & Caribbean Cuisine Bold wines meet sizzling Caribbean flavor adventure! Check it out,summer-camps-weekend-picks,https://www.eventbrite.ca/e/wine-tasting-caribbean-food-tickets-1415242090189?aff=ebdssbdestsearch,41,44,4,0.625
2025-07-24,For Couples,2,Santana Concert Tribute Latin grooves ignite soulful Santana tribute night! Check it out,summer-camps-weekend-picks,https://www.vaughan.ca/upcoming-events/vaughan-celebrates-concerts-park-santana-tribute,55,62,4,0.875
2025-07-24,For Couples,3,️ Date Night: Race & Play for $65 - K1 Speed Skip dinner—go full throttle at K1 Speed instead. More Info,summer-camps-weekend-picks,https://www.k1speed.ca/blog/datenight,35,37,4,0.375
2025-07-24,For Couples,4,"Stone City Rockers Concert (Rock) Loud guitars, epic vibes, unforgettable rock night!",summer-camps-weekend-picks,https://www.facebook.com/events/1397450918192718/,12,15,4,0.125
2025-07-31,For Families,1,"‍♂️ The All-New Royal Canadian Family Circus (All Ages) Step right up - wild stunts, big laughs, and popcorn thrills! Explore More",hot-weekend-picks-in-vaughan,https://visitvaughan.ca/calendar/event/royal-canadian-international-circus-1/,65,78,5,0.7
2025-07-31,For Families,2,Canada’s Wonderland Fireworks (All Ages),hot-weekend-picks-in-vaughan,https://visitvaughan.ca/calendar/event/canada-s-wonderland-fireworks-2/,36,40,5,0.5
2025-07-31,For Families,3,The Village Farmer’s Market at Waldorf (All Ages),hot-weekend-picks-in-vaughan,https://visitvaughan.ca/calendar/event/the-village-market-at-waldorf-2/,138,158,5,0.9
2025-07-31,For Families,4,Splitsville Woodbridge Bowling (Age 7+ Angry Birds + bowling? Splitsville’s spare time = well spent. Learn More,hot-weekend-picks-in-vaughan,https://www.splitsvillebowl.ca/woodbridge-bowling?gad_source=1&gad_campaignid=21981368593&gbraid=0AAAAA-k2AQFo-8VtuvzVmRQF0vBvOfhtN&gclid=Cj0KCQjwhafEBhCcARIsAEGZEKIQLFhYTVXytxhz4a-K8TiIHSJmZroKwk7cbI8wBj_3kHuQx6CHF7MaAnxCEALw_wcB,23,29,5,0.3
2025-07-31,For Families,5,️ 3D Studio: Creators (Ages 8-14),hot-weekend-picks-in-vaughan,https://www.facebook.com/events/902950952007469/,15,16,5,0.1
2025-07-31,For Couples,1,"️ Patio Party Cold drinks, hot tunes, and patio vibes that hit right. Book your tickets",hot-weekend-picks-in-vaughan,https://www.facebook.com/events/759369486510394/,30,35,5,0.5
2025-07-31,For Couples,2,Carnival Amnesia Caribbean beats + summer night = no regrets. Check it out,hot-weekend-picks-in-vaughan,https://www.facebook.com/events/2771032566619272/,21,23,5,0.3
2025-07-31,For Couples,3,"Limited Time Argentine Tango Classes 🚨 Seductive steps, sultry stories - yes, tango has a dark side. Check it out",hot-weekend-picks-in-vaughan,https://www.facebook.com/events/693749196782530/693749220115861/?active_tab=about,14,17,5,0.1
2025-07-31,For Couples,4,Woodbridge Village Farmers Market,hot-weekend-picks-in-vaughan,https://visitvaughan.ca/calendar/event/woodbridge-village-farmers-market-3/,68,75,5,0.9
2025-07-31,For Couples,5,Not For Nothin’ Comedy show with DBG,hot-weekend-picks-in-vaughan,https://tickets.cityplayhouse.ca/event/655:450/655:573/,37,42,5,0.7
2025-08-07,For Families,1,"‍♂ Vaughan CoPop Culture Convention (Under 10 yo - Free!) Cosplay, comics, fun collide at VaughanCon! Explore More",5-picks-before-summer-s-gone,https://www.vaughancon.com/,32,33,4,0.625
2025-08-07,For Families,2,Moana the Musical - Free!,5-picks-before-summer-s-gone,https://tickets.cityplayhouse.ca/event/655:496/655:646/,43,52,4,0.875
2025-08-07,For Families,3,Family Experiences at Kortright: Mapping and Orienting No signal? No problem. Learn real map survival skills. Learn More,5-picks-before-summer-s-gone,https://kortright.org/whats-on/calendar/#event=family-experiences-at-kortright-mapping-and-orienteering;instance=20250809133000?popup=1&lang=en-US,23,25,4,0.375
2025-08-07,For Families,5,Makers With a Cause - Volunteer Hours for High SchoolersMeaningful DIY activities that earn for you volunteering hours.Learn More,5-picks-before-summer-s-gone,https://www.eventbrite.ca/e/makers-with-a-cause-registration-1409355001749?aff=oddtdtcreator,0,0,4,0.125
2025-08-07,For Couples,1,Vaughan Mosaic Lamp Making Workshop Craft your own dazzling mosaic lamp erpiece! Book your tickets,5-picks-before-summer-s-gone,https://www.eventbrite.ca/e/vaughan-mosaic-lamp-making-workshop-tickets-1287090465229?aff=ebdssbdestsearch,26,28,4,0.875
2025-08-07,For Couples,2,Artmaking Workshop - Making Windows Bird Safe Create creative birds in artistic fun adventure! Check it out,5-picks-before-summer-s-gone,https://mcmichael.com/event/making-windows-bird-safe-artmaking-workshop/,11,12,4,0.375
2025-08-07,For Couples,4,"Golden Break Billiard & Lounge Chill vibes, smooth shots, lounge and play! Book your tickets",5-picks-before-summer-s-gone,https://www.facebook.com/profile.php?id=100063544748255#,12,14,4,0.625
2025-08-07,For Couples,5,️ Kipling Gallery Discover stunning art at Kipling Gallery! Book your tickets,5-picks-before-summer-s-gone,https://visitvaughan.ca/directory/id/kipling-gallery/,10,11,4,0.125
2025-08-07,For Golden Age Readers,1,‍🤝‍🧑 Aging Well Club - Gardening,5-picks-before-summer-s-gone,https://www.vaughanpl.info/programs/view/3346,15,16,5,0.6
2025-08-07,For Golden Age Readers,2,Romance Book Club,5-picks-before-summer-s-gone,https://www.vaughanpl.info/programs/view/3110,6,6,5,0.2
2025-08-07,For Golden Age Readers,3,️ Tech Tutor 1-On-1,5-picks-before-summer-s-gone,https://www.vaughanpl.info/programs/view/2563,6,6,5,0.2
2025-08-07,For Golden Age Readers,4,"Artful Yoga Stretch, breathe, and create in artistic harmony! Details",5-picks-before-summer-s-gone,https://mcmichael.com/event/artful-yoga/,15,15,5,0.6
2025-08-07,For Golden Age Readers,5,Cooking Conversation Circle,5-picks-before-summer-s-gone,https://www.vaughanpl.info/programs/view/3807,22,23,5,0.9
2025-08-14,For Families,1,"Robintide Strawberry Farming (All Ages) Strawberry season’s short - get picking while the fields are ripe! Explore More 🐦 Family Experiences at Kortright: Nature Experience (Ages 6+) Pond critters, bird calls, tree secrets - nature comes alive here. Learn More",5-events-everyone-wants,https://robintidefarms.com/strawberries/,46,52,4,0.875
2025-08-14,For Families,3,️ Junior Makers Workshops: Out of the Blue Box (Ages 6+),5-events-everyone-wants,https://calendar.trca.ca/event/junior-makers-workshops-out-of-the-blue-box/,5,5,4,0.125
2025-08-14,For Families,4,️ Free Family Sundays at the Michael (All Ages),5-events-everyone-wants,https://visitvaughan.ca/calendar/event/free-family-sundays-at-the-mcmichael/,40,43,4,0.625
2025-08-14,For Families,5,Silent Mindfulness Retreat in Nature (Ages 15+),5-events-everyone-wants,https://kortright.org/whats-on/calendar/#event=naturally-mindful-restorative-summer-reset;instance=20250817100000?popup=1&lang=en-US,24,28,4,0.375
2025-08-14,For Couples,1,Craft Beer Festival One day. Endless pours. If you miss it - you’ll hear about it. Check it out,5-events-everyone-wants,https://www.eventbrite.ca/e/richmond-hill-craft-beer-festival-tickets-1424936897619?aff=ebdssbdestsearch,49,58,5,0.8
2025-08-14,For Couples,2,Bruce Springsteen Tribute Concert Rock out to timeless Springsteen hits live! Book your tickets,5-events-everyone-wants,https://www.vaughan.ca/upcoming-events/vaughan-celebrates-concerts-park-bruce-springsteen-tribute,49,62,5,0.8
2025-08-14,For Couples,3,Under the Stars Poetry & Live Music Event - Markham,5-events-everyone-wants,https://www.eventbrite.com/e/2nd-under-the-stars-poetry-and-live-music-event-tickets-1415922645749?aff=ebdssbdestsearch&keep_tld=1,18,19,5,0.1
2025-08-14,For Couples,4,️ Paint & Sip Mexican Amigos,5-events-everyone-wants,https://www.eventbrite.com/e/paint-sip-margaritas-masterpieces-tickets-1528185667469?aff=ebdssbdestsearch&keep_tld=1,37,39,5,0.5
2025-08-14,For Couples,5,"Argentine Tango Classes Passion, rhythm, and fun—dance the tango!",5-events-everyone-wants,https://www.facebook.com/events/693749196782530/693749266782523/?active_tab=about,19,24,5,0.3
2025-08-21,For Families,1,Summer Sunday at Kortright,5-events-before-summer-s-gone,https://kortright.org/whats-on/calendar/#event=summer-sunday-at-kortright;instance=20250824100000?popup=1&lang=en-US,38,40,5,0.9
2025-08-21,For Families,2,"Exclusive Canvas Painting with Family Create, laugh, paint — unforgettable family art time. Explore More",5-events-before-summer-s-gone,https://allevents.in/vaughan/canvas-painting/200028551452534,33,37,5,0.7
2025-08-21,For Families,3,"DP Lazer Maze Glow, dodge, crawl — conquer the laser challenge! Learn More",5-events-before-summer-s-gone,https://lazermaze.ca/,14,15,5,0.5
2025-08-21,For Families,4,‍🎤 Camp Curtain Call - Camp for Kids Focused on Musical Theatre,5-events-before-summer-s-gone,https://tickets.cityplayhouse.ca/event/655:497/655:647/https://tickets.cityplayhouse.ca/event/655:497/655:647/,6,7,5,0.3
2025-08-21,For Families,5,Ghosts of the Village at Black Creek,5-events-before-summer-s-gone,https://calendar.trca.ca/event/where-dark-things-dwell-2/,0,0,5,0.1
2025-08-21,For Couples,1,"Make a Succulent Terrarium + Beers & Laughs Craft mini gardens, sip beers, share laughs! Check it out",5-events-before-summer-s-gone,https://www.eventbrite.com/e/plant-nite-make-a-succulent-terrarium-tickets-1409031925419,26,31,4,0.625
2025-08-21,For Couples,2,"Woodworking and Crafted Goods Event Explore unique handcrafted goods, no tools required! Check it out",5-events-before-summer-s-gone,https://www.facebook.com/events/1820488302156157/,31,32,4,0.875
2025-08-21,For Couples,3,"Kortright - Adult Workshop: Fish Identification Nature, lights, laughter — Kortright’s magic winter escape. Book your tickets",5-events-before-summer-s-gone,https://kortright.org/whats-on/calendar/#event=adult-workshop-fish-identification;instance=20250824100000?popup=1&lang=en-US,6,7,4,0.125
2025-08-21,For Couples,4,"New Chilling Horror Movie - Weapons Edge-of-seat thrills, dark secrets, chilling fear!",5-events-before-summer-s-gone,https://www.cineplex.com/theatre/cineplex-cinemas-vaughan?openTM=true#,7,7,4,0.375
2025-08-21,For Golden Age Readers,1,Antiques and Collectables Sale,5-events-before-summer-s-gone,https://www.facebook.com/events/7780-yonge-st-vaughan-on-l4j-1w3-canada/antiques-collectables-sale/615351941631294/,35,39,5,0.9
2025-08-21,For Golden Age Readers,2,‍🤝‍🧑 Forest Therapy Walk,5-events-before-summer-s-gone,https://mcmichael.com/event/forest-therapy-walk/,31,36,5,0.7
2025-08-21,For Golden Age Readers,3,Local Author Showcase,5-events-before-summer-s-gone,https://www.vaughanpl.info/programs/view/2199,6,6,5,0.1
2025-08-21,For Golden Age Readers,4,"Goat Yoga Stretch, bleat, and balance with tiny goats! Details",5-events-before-summer-s-gone,https://www.yogakawa.com/shop/goat-yoga-vaughan/?srsltid=AfmBOorDW7KWQQy3wYIzU1HNpbu3ClsFNfGtmULMJp1mg9TtimzSj3TD,29,33,5,0.5
2025-08-21,For Golden Age Readers,5,Great Novels Book Club,5-events-before-summer-s-gone,https://www.vaughanpl.info/programs/:action/3255,8,9,5,0.3
2025-08-28,For Families,1,Woodbridge Village Farmers Market,3-fests-family-fun-bbq,https://visitvaughan.ca/calendar/event/woodbridge-village-farmers-market-3/,110,121,5,0.9
2025-08-28,For Families,2,"Humber River Festival & Frog Festival (All Ages) Riverside music, food, and frogs leaping fun! Explore More",3-fests-family-fun-bbq,https://visitvaughan.ca/calendar/event/humber-river-festival-1/,93,97,5,0.7
2025-08-28,For Families,3,Canada’s Wonderland Fireworks Sky explodes with color above thrilling Wonderland! Book your tickets,3-fests-family-fun-bbq,https://visitvaughan.ca/calendar/event/canada-s-wonderland-fireworks-2/,35,38,5,0.1
2025-08-28,For Families,4,"Family Paint Party (Ages 6+) Colorful brushes, big laughs, memories to keep! Learn More",3-fests-family-fun-bbq,https://www.eventbrite.com/e/family-paint-party-tickets-1384063494169?aff=ebdssbdestsearch,37,38,5,0.3
2025-08-28,For Families,5,Ghosts of the Village at Black Creek (Ages are up to 14) Spooky tales come alive in a historic village! More Info,3-fests-family-fun-bbq,https://calendar.trca.ca/event/126926-3/,40,42,5,0.5
2025-08-28,For Couples,1,"Persian Food & Music Festival Spices, rhythms, and dancing—Persia comes alive! Plan Your Day",3-fests-family-fun-bbq,https://visitvaughan.ca/calendar/event/persian-food-music-festival/,42,43,5,0.7
2025-08-28,For Couples,2,"‍🍳 The South-Indian Festival - Onachantha Live music, dance, parades - come for the culture, stay for the vibes! Check it out",3-fests-family-fun-bbq,https://www.facebook.com/events/645411358521992/,21,22,5,0.4
2025-08-28,For Couples,3,"Puppy Yoga by Yoga Kawa Solo or coupled up—this is pure, tail-wagging joy. Check it out",3-fests-family-fun-bbq,https://www.eventbrite.ca/e/puppy-yoga-by-yoga-kawa-markham-pomsky-puppies-tickets-1548498313139?aff=ebdssbdestsearch,21,22,5,0.4
2025-08-28,For Couples,4,"Ballroom & Latin Semiprivate Classes Dance with style, rhythm, and graceful moves!",3-fests-family-fun-bbq,https://www.eventbrite.ca/e/ballroom-and-latin-mix-semiprivate-class-every-monday-6-7-pm-at-hwy-7404-tickets-1281066778219?aff=ebdssbdestsearch,14,15,5,0.1
2025-08-28,For Couples,5,"Magnotta Your Patio Spot Is Waiting - Wine, Bites & Sunset Vibes. Book your visit",3-fests-family-fun-bbq,https://www.magnotta.com/tour.aspx,43,45,5,0.9
2025-08-28,For Golden Age Readers,1,Plants & Prints – An Eco-Dye Workshop for Community,3-fests-family-fun-bbq,https://calendar.trca.ca/event/plants-prints-a-eco-dye-workshop-for-community-and-sustainability/,21,22,4,0.75
2025-08-28,For Golden Age Readers,2,‍🤝‍🧑 The Human Touch Book Club,3-fests-family-fun-bbq,https://www.vaughanpl.info/programs/view/3253,21,27,4,0.75
2025-08-28,For Golden Age Readers,3,Artful Yoga McMichael,3-fests-family-fun-bbq,https://visitvaughan.ca/calendar/event/artful-yoga-at-the-mcmichael/,17,17,4,0.375
2025-08-28,For Golden Age Readers,4,‍💻 Tech Tutor 1-on-1 Personal tech wizard guiding you through screens! Details,3-fests-family-fun-bbq,https://www.vaughanpl.info/programs/view/2563,5,5,4,0.125
2025-09-04,For Families,1,Robintide Farms,5-events-everyone-loves,https://robintidefarms.com/,69,73,5,0.9
2025-09-04,For Families,2,Iconic haunted village Step inside. Hear the stories. Some say they’re still there. Explore More,5-events-everyone-loves,https://calendar.trca.ca/event/126926-4/,46,47,5,0.3
2025-09-04,For Families,3,️ Volunteers Needed Your teens need volunteer hours? Here’s an easy win. Get your hours,5-events-everyone-loves,https://www.facebook.com/events/1949570519129001,50,54,5,0.5
2025-09-04,For Families,4,"️ Chess123 - Youth Chess Festival - Don’t Forget to Register Think fast, play smart - Canada’s top young minds face off! Learn More",5-events-everyone-loves,https://www.facebook.com/events/2646585535673463/,16,16,5,0.1
2025-09-04,For Families,5,Jewish Festival at Chabad Romano Centre This isn’t just an event - it’s a full-on family fest. More Info,5-events-everyone-loves,https://www.facebook.com/events/24453574147612852,51,55,5,0.7
2025-09-04,For Couples,1,"Octoberfest - Authentic German Beer & Food Festival Premium brews, German eats, and fall fun for couples. Plan Your Day",5-events-everyone-loves,https://www.canadaswonderland.com/events/oktoberfest,50,55,5,0.7
2025-09-04,For Couples,2,"VAUGHANSTOCK Unforgettable night of music, culture, and high-energy entertainment. Check it out",5-events-everyone-loves,https://assemblypark.ca/events/,86,91,5,0.9
2025-09-04,For Couples,3,Open mic music Your moment’s waiting—Fridays from 7 p.m. until late. Check it out,5-events-everyone-loves,https://visitmarkham.ca/event-calendar/open-mic-music/2025-09-05/,32,35,5,0.3
2025-09-04,For Couples,4,"Concerts in RH Summer nights, live tunes - tribute bands, local stars, big vibes.",5-events-everyone-loves,https://www.experienceyorkregion.com/event/concerts-in-richmond-hill/2025-09-04/,47,50,5,0.5
2025-09-04,For Couples,5,"Main Street Unionville Tour Explore stories, secrets, and architecture on a guided tour. Book your visit",5-events-everyone-loves,https://docs.google.com/forms/d/e/1FAIpQLSc27WOWOdK83KFtYcocUrKOWHkadM7cVWFytCHg6d7ggQDH4w/viewform?pli=1,30,32,5,0.1
2025-09-04,For Golden Age Readers,1,Indigenous Textile Weaving,5-events-everyone-loves,https://calendar.trca.ca/event/first-saturday-textile-weaving/,9,9,4,0.125
2025-09-04,For Golden Age Readers,2,‍🤝‍🧑 Blooms Garden Social in RH,5-events-everyone-loves,https://www.eventbrite.ca/e/2025-richmond-hill-blooms-garden-social-tickets-1513840691259?aff=oddtdtcreator,11,11,4,0.375
2025-09-04,For Golden Age Readers,3,Artful Yoga McMichael,5-events-everyone-loves,https://mcmichael.com/event/artful-yoga/,13,13,4,0.625
2025-09-04,For Golden Age Readers,4,The Mandarin Buffet,5-events-everyone-loves,https://www.meetup.com/toronto-seniors-social-club/events/309207544,18,18,4,0.875
2025-09-11,For Families,1,Monster Trucks All Out (All Ages),the-one-you-can-t-miss,https://event.attendstar.com/event/show/monster-trucks-all-out-woodbridge-on,46,52,5,0.9
2025-09-11,For Families,2,Paranormal Cirque Thornhill Dark circus thrills - paranormal scares you’ll never forget. Dare? Explore More,the-one-you-can-t-miss,https://www.eventticketscenter.com/paranormal-cirque-iv-thornhill-tickets/1228729/e,18,19,5,0.5
2025-09-11,For Families,3,The Magic of Monarchs (Age 6+) Watch eggs become butterflies; kids receive milkweed kits to plant. More Info,the-one-you-can-t-miss,https://trca.ca/events-calendar/#event=the-magic-of-monarchs;instance=20250913100000?popup=1&lang=en-US,23,24,5,0.7
2025-09-11,For Families,4,Pumpkin-Spiced Mochi Workshop (Age 4+) Hands-on mochi class: moms & kids craft chewy treats memories together. Learn More,the-one-you-can-t-miss,https://rookstocooks.ca/products/pumpkin-spiced-mochi-workshop,12,13,5,0.1
2025-09-11,For Families,5,"Children’s Art Classes at McMichale (Age 5-12) Create, paint, sculpt in gallery; limited spots with instructors today. More Info",the-one-you-can-t-miss,https://mcmichael.com/event/saturdays-at-the-mcmichael-sam-childrens-art-classes/,16,16,5,0.3
2025-09-11,For Couples,1,"TIFF TORONTO Worth the drive: TIFF premieres, celeb sightings, electric downtown energy. Plan Your Visit",the-one-you-can-t-miss,https://www.tiff.net/calendar,8,8,4,0.125
2025-09-11,For Couples,2,6 Weeks Tango Intensive & Guided Practicas Turn Saturdays romantic: 6-week tango course with guided practicas. Check it out,the-one-you-can-t-miss,https://www.facebook.com/events/1310188180465373,13,14,4,0.375
2025-09-11,For Couples,3,‍♀️Mindfulness Meditation in Nature 6-week course Outdoor mindfulness course for six Saturdays restoring calm and connection. Check it out,the-one-you-can-t-miss,https://trca.ca/event/naturally-mindful-introduction-to-mindfulness-meditation-in-nature-6-week-course/,30,30,4,0.75
2025-09-11,For Couples,4,"‍🍳The Chef Upstairs - Caribbean Vibes or Italian Classics Knife Classes Cook together, chef-led date night, multi-course feast tonight.",the-one-you-can-t-miss,https://thechefupstairs.com/pages/adult-classes,30,31,4,0.75
2025-09-11,For Golden Age Readers,1,Printed in Souds: Venice and Beyond,the-one-you-can-t-miss,https://mcmichael.com/event/tafelmusik-baroque-orchestra-painted-in-sound-venice-and-beyond/,10,11,5,0.1
2025-09-11,For Golden Age Readers,2,️ 𝐓𝐡𝐨𝐫𝐧𝐡𝐢𝐥𝐥’𝐬 𝐑𝐞𝐝 𝐃𝐨𝐨𝐫 𝐆𝐚𝐥𝐥𝐞𝐫𝐲 – 𝐀𝐫𝐭 𝐒𝐡𝐨𝐰 & 𝐒𝐚𝐥𝐞,the-one-you-can-t-miss,https://www.facebook.com/events/1296929708477405/1296929731810736/?active_tab=about,14,15,5,0.3
2025-09-11,For Golden Age Readers,3,Old Fashioned Hoedown,the-one-you-can-t-miss,https://www.facebook.com/photo/?fbid=122135351768914228&set=gm.1798710407409628,18,21,5,0.5
2025-09-11,For Golden Age Readers,4,"High Tea, An Afternoon Tea Gathering",the-one-you-can-t-miss,https://www.meetup.com/labellavita-com/events/310927504/?recId=42a96713-b2f5-4b2f-95f8-c84a590d8f80&recSource=event-search&searchId=5e652a7d-8ca0-41b5-8d33-f047c82cb55c&eventOrigin=find_page%24all,51,56,5,0.9
2025-09-11,For Golden Age Readers,5,"‍♂️Aging Well Club Adventurous seniors series: fresh topics, friendly faces Details",the-one-you-can-t-miss,https://www.vaughanpl.info/programs/view/3346,26,27,5,0.7
2025-09-18,For Families,1,Honeycrisp opener,5-picks-that-ll-save-your-weekend,https://www.facebook.com/events/2012589199558934,130,143,5,0.9
2025-09-18,For Families,2,"One-day artisan marketplace in RH Free portraits, face painting, holiday gifts, live band, artisan market. Explore More",5-picks-that-ll-save-your-weekend,https://www.richmondhill.ca/en/things-to-do/artwalk.aspx,67,77,5,0.5
2025-09-18,For Families,3,Honey Harvest Celebration at Kortright Honey Harvest Celebration at Kortright Get your hours,5-picks-that-ll-save-your-weekend,https://kortright.org/whats-on/calendar/#event=honey-harvest-celebration-at-kortright;instance=20250920100000?popup=1&lang=en-US,54,60,5,0.3
2025-09-18,For Families,4,"Beat PA Day panic: book full-year camps, care, reminders now. PA Day solved: outdoor Nature School adventure, curious kids guaranteed. Learn More👉 Never scramble last-minute - schedule PA Days now",5-picks-that-ll-save-your-weekend,https://trca.checkfront.com/reserve/?item_id=736&date=20250926&_ga=2.160903165.1168807797.1756220884-1194186854.1750800710,12,12,5,0.1
2025-09-18,For Families,5,"Fall Festival at The Village Fall harvest festival: pumpkin contest, music & delicious seasonal tastings.",5-picks-that-ll-save-your-weekend,https://calendar.trca.ca/event/fall-festival-at-the-village/,102,107,5,0.7
2025-09-18,For Couples,1,"2v2 Dodgeball Fast-paced 2v2 dodgeball tournament, come with your partner!",5-picks-that-ll-save-your-weekend,https://www.facebook.com/events/1332188581806105/,7,7,5,0.3
2025-09-18,For Couples,2,"The Uncle Louie Variety Comedy Show Date night: Italian-American comedy, childhood confessions, nonstop laughs. Check it out",5-picks-that-ll-save-your-weekend,https://www.facebook.com/events/4197335223886867/,34,36,5,0.7
2025-09-18,For Couples,3,"The Neckties kick off the Fall Rock Classic anthems, modern bangers, the Neckties ignite your fall opener. Buy the tickets here",5-picks-that-ll-save-your-weekend,https://www.facebook.com/events/812872831306730/,4,5,5,0.1
2025-09-18,For Couples,4,"Taste of Sicily Celebration Sicilian feast night: arancini, spritzes, pasta, involtini - don't miss this out.",5-picks-that-ll-save-your-weekend,https://allevents.in/vaughan/taste-of-sicily-celebration/200028608649635,71,75,5,0.9
2025-09-18,For Couples,5,‍🤝‍🧑🌳 Couple Forest Therapy Breathe easier in nature—gentle mindfulness strolls rejuvenate. Book your spot,5-picks-that-ll-save-your-weekend,https://mcmichael.com/event/forest-therapy-walk/,32,33,5,0.5
2025-09-18,For Golden Age Readers,1,Life After Fifty-Five - Retirees Luncheon,5-picks-that-ll-save-your-weekend,https://www.facebook.com/events/998899258974460/,22,24,5,0.9
2025-09-18,For Golden Age Readers,2,‍♀️ Lifeshiift webinar with Leigh Graham,5-picks-that-ll-save-your-weekend,https://www.eventbrite.ca/e/age-well-5-exercise-essentials-for-lifelong-strength-mobility-tickets-1640683792389?aff=oddtdtcreator,7,7,5,0.3
